0.53      9
0.53      20
0.545      16
0.55     19
0.525     14
0.535       10
0.47       10
0.44    10
0.565      12
0.55    9
0.615      10
0.56    11
0.58       11
0.68      15
0.68      19
0.705    13
0.54      16
0.45       8
0.575     11
0.45      9
0.55     14
0.46    7
0.525       9
0.47     10
0.5    8
0.505  7
0.53   10
0.565   12
0.595     13
0.475     10
0.4      8
0.595      20
0.605       13
0.6       15
0.6     10
0.555       11
0.615         14
0.575       9
0.52       16
0.57      12
0.46       9
0.575      12
0.625      10
0.475         10
0.52       12
0.545      11
0.5      10
0.51     9
0.435       9
0.545       11
0.53      11
0.49      11
0.56    9
0.47      9
0.515     14
0.44     9
0.325    7
0.425      8
0.305     7
0.405     9
0.565       10
0.55      10
0.49     10
0.605     9
0.635     10
0.605     10
0.565     12
0.575   13
0.58         13
0.575        13
0.605      13
0.725     18
0.65         16
0.725        20
0.68      20
0.68         12
0.53        7
0.52       8
0.56     10
0.62          10
0.645     12
0.63       12
0.63     10
0.63       11
0.585      9
0.51       10
0.505     11
0.45         9
0.5     12
0.53         13
0.44      9
0.525         13
0.49          10
0.415        12
0.485       14
0.415        8
0.445         9
0.47        11
0.49      9
0.445       11
0.5        9
0.39       7
0.58         11
0.53        15
0.595         12
0.575        15
0.635       15
0.59          13
0.54       11
0.57        12
0.46    11
0.45      13
0.64         22
0.66       12
0.515         11
0.535        15
0.455       9
0.535        10
0.495        17
0.535         10
0.565        12
0.565       19
0.405         9
0.54        13
0.47     10
0.63         21
0.62     23
0.635       14
0.58         18
0.4         8
0.74      16
0.565         15
0.62         14
0.505        12
0.46        8
0.525       9
0.61         8
0.585        22
0.645         18
0.685        16
0.59      12
0.65         20
0.6        16
0.62       12
0.58         10
0.69     17
0.65          16
0.66        16
0.68   19
0.7      14
0.675         20
0.585      10
0.61         12
0.455        9
0.47       10
0.5       10
0.485      9
0.435        7
0.515      10
0.525       12
0.58       11
0.605       14
0.62      15
0.63    20
0.63    16
0.67       14
0.49      13
0.61         18
0.56       21
0.575        18
0.57       18
0.505      19
0.41       10
0.56      9
0.565      18
0.675     16
0.665       17
0.565        11
0.645      14
0.64    15
0.525        11
0.585        12
0.67      12
0.68       17
0.53         9
0.515        10
0.52        11
0.545         10
0.465        9
0.7          29
0.58     19
0.585       13
0.625        15
0.57        14
0.655        11
0.625      15
0.64       12
0.605      19
0.615         11
0.58       12
0.62      23
0.62      15
0.6      13
0.625        17
0.455       10
0.49      10
0.275      5
0.345     6
0.36        5
