64 64
64 63
63 64
62 64
63 63
64 62
63 62
65 62
66 62
66 61
66 60
62 62
62 61
62 60
62 59
63 59
62 58
63 58
64 58
64 59
64 57
61 58
65 59
66 59
66 58
67 58
65 61
65 60
63 60
61 59
67 61
67 62
68 62
68 63
69 63
67 63
67 64
66 63
68 64
66 64
65 64
65 63
69 64
70 64
70 65
70 63
71 63
72 63
71 62
70 62
73 63
72 64
71 64
74 63
75 63
74 64
75 62
72 62
69 62
69 61
68 61
71 65
72 65
73 65
73 64
74 65
74 66
75 65
76 65
70 66
70 67
71 67
72 67
73 67
74 67
74 68
74 69
74 70
73 69
74 71
74 72
75 72
75 71
75 70
69 67
69 66
68 66
68 67
68 65
67 66
66 66
67 65
66 67
65 67
65 68
64 67
63 67
64 66
63 66
66 68
67 68
67 67
67 69
66 69
66 70
65 69
67 70
67 71
67 72
66 71
67 73
66 73
68 70
62 66
63 68
62 68
64 68
68 60
68 59
75 67
75 66
69 70
69 69
69 71
69 72
70 72
71 72
70 69
71 69
71 70
71 71
72 71
70 70
68 72
68 71
68 73
72 61
71 61
62 67
72 68
72 69
71 68
67 57
66 57
66 56
67 56
67 55
68 55
69 55
69 56
68 56
68 57
68 58
65 57
65 56
65 55
66 55
64 55
63 55
62 55
64 54
64 53
65 54
65 53
64 52
64 51
65 51
65 52
64 56
63 52
63 51
66 54
62 51
62 52
61 52
63 54
65 58
76 67
70 71
73 70
73 71
72 70
67 59
75 64
76 64
76 71
69 73
69 74
70 74
70 73
69 75
68 75
68 74
67 74
73 68
68 76
69 76
70 76
69 77
70 77
70 78
70 79
70 80
69 80
68 80
67 80
67 79
68 79
69 79
66 80
71 78
71 76
71 75
72 75
73 75
71 77
72 76
72 77
73 77
74 77
74 76
73 78
72 78
73 76
73 79
69 81
69 82
65 80
65 79
65 78
66 78
69 83
67 76
66 76
65 76
65 75
66 77
66 75
64 76
63 76
63 75
64 77
63 77
64 78
65 77
66 81
67 81
74 79
63 74
63 73
64 74
62 74
62 75
62 76
63 72
63 71
62 71
64 71
65 71
61 74
61 75
61 73
60 73
60 72
61 72
61 71
60 71
59 71
74 80
74 81
75 81
73 81
73 82
73 80
75 82
72 80
72 79
72 81
71 81
71 79
72 82
72 83
73 83
73 84
71 83
70 83
70 82
60 70
60 69
60 68
59 68
59 67
60 67
60 66
60 65
59 65
59 66
58 66
58 65
61 65
61 66
59 64
58 64
57 64
58 63
57 63
60 64
58 62
56 63
61 64
57 65
62 72
62 73
59 72
58 72
58 73
58 74
59 73
72 84
74 83
74 84
74 85
74 86
73 86
72 86
73 85
72 85
71 86
70 86
69 86
68 86
69 87
69 85
69 84
70 85
70 84
68 85
71 87
70 87
72 87
62 65
57 72
57 73
56 73
55 73
55 74
55 75
56 75
54 75
54 76
54 77
53 77
53 78
56 74
57 74
57 75
53 76
53 75
71 80
64 75
64 79
64 80
70 81
56 64
56 65
56 66
58 71
57 71
56 71
55 71
56 70
54 71
54 72
55 72
56 72
53 72
54 70
55 70
54 69
55 69
56 69
60 52
60 51
61 51
59 52
59 53
59 54
60 54
61 54
59 55
61 53
60 53
59 51
59 50
60 50
61 50
60 49
58 54
61 49
62 49
58 50
58 51
58 49
57 50
56 50
55 50
57 51
56 51
54 50
53 50
53 51
52 51
55 49
54 49
56 49
53 49
52 49
52 50
51 50
57 49
57 48
58 48
56 48
55 48
55 47
55 46
54 46
56 47
57 47
58 47
58 46
58 45
58 44
51 51
50 51
50 52
50 53
49 53
49 51
49 50
50 50
50 49
51 49
49 49
49 52
51 53
51 54
51 55
50 54
50 55
49 55
50 56
49 54
51 56
51 52
62 54
59 49
59 48
59 47
59 46
59 45
60 45
60 44
59 44
59 43
60 43
61 43
62 43
63 43
50 57
50 58
49 58
48 58
48 59
49 59
48 57
51 58
51 59
52 59
52 60
52 58
48 60
49 60
49 61
48 56
48 61
47 61
46 61
45 61
45 60
45 62
46 62
46 63
47 60
48 62
45 59
45 58
44 62
44 61
43 61
43 60
42 60
43 62
44 60
47 62
47 63
49 62
50 62
47 59
47 58
47 57
46 57
46 60
48 63
48 64
49 63
50 63
47 64
48 65
49 65
49 64
48 66
44 58
44 57
47 66
47 67
48 67
47 68
47 69
48 69
48 70
49 70
49 71
48 71
47 71
47 72
46 72
49 69
50 69
50 71
50 70
49 72
48 72
50 72
48 73
47 73
50 73
50 74
51 71
51 70
52 70
50 68
50 67
50 66
49 66
46 73
48 74
49 74
48 68
63 44
64 44
64 43
65 43
64 42
63 42
62 42
64 41
65 41
64 40
43 63
64 45
63 41
63 40
62 41
61 41
51 57
52 57
52 56
53 56
53 57
46 64
45 64
45 65
44 64
43 64
42 64
42 63
41 64
41 63
42 65
41 65
40 65
41 66
43 65
44 65
43 66
44 66
42 66
44 67
43 67
45 66
46 66
46 65
42 67
44 63
40 63
49 73
65 42
66 42
67 42
67 43
66 41
67 41
68 42
69 42
68 43
69 43
69 44
68 44
68 41
68 45
69 45
70 45
69 46
66 43
66 44
67 44
66 45
67 45
67 46
66 46
65 46
68 46
68 47
69 47
69 48
69 49
70 49
70 50
71 50
71 51
70 51
70 52
72 50
73 50
74 50
74 51
75 50
75 49
75 51
74 52
73 52
73 51
72 51
72 52
71 52
72 53
73 53
74 53
71 53
74 54
75 54
76 54
76 55
76 56
76 53
75 53
67 47
67 48
69 50
68 50
68 49
71 49
76 49
77 49
77 48
78 49
79 49
80 49
80 50
79 50
78 50
77 50
78 48
78 47
78 46
78 45
77 46
77 47
78 51
78 52
78 53
79 53
79 54
80 53
81 53
82 53
78 44
77 44
79 44
76 44
77 43
77 42
78 42
79 43
79 42
80 43
76 43
76 42
80 42
81 42
81 41
82 41
82 42
80 41
79 41
80 40
81 40
79 40
79 39
80 39
79 38
78 39
75 43
75 42
75 44
83 42
83 43
84 42
83 41
85 42
85 43
86 43
86 42
86 41
86 40
85 41
85 40
84 43
83 44
84 44
82 44
84 45
85 45
85 39
78 41
78 40
79 37
80 54
77 45
82 43
81 43
81 44
66 48
66 49
65 49
65 50
64 50
66 50
65 48
65 47
66 47
77 51
64 48
64 49
63 48
62 48
63 49
64 47
63 47
63 46
68 48
77 53
83 53
76 45
76 46
76 47
76 48
75 45
75 48
74 48
73 48
73 49
74 49
72 48
72 47
73 47
74 47
72 46
73 46
75 47
74 46
72 49
71 46
71 47
70 47
70 48
71 45
71 44
70 44
72 44
73 44
73 43
72 45
73 42
74 42
71 48
74 41
75 41
74 40
75 40
57 52
52 55
52 54
53 54
54 54
55 54
55 53
56 53
56 52
55 55
54 53
53 53
52 53
52 52
56 54
55 56
55 57
54 57
54 58
55 58
56 57
56 56
56 58
57 57
58 57
57 58
57 59
59 57
60 57
61 57
62 57
61 56
61 55
60 58
60 59
59 59
59 58
58 58
58 59
58 60
57 60
56 60
56 61
56 59
55 61
55 60
54 60
55 59
54 59
53 59
53 60
53 61
52 61
52 62
52 63
53 63
80 48
79 51
80 51
79 52
82 52
79 45
78 38
78 37
78 36
79 36
78 35
79 35
79 34
80 35
80 34
81 34
81 35
81 36
79 33
80 33
81 33
80 36
80 37
80 38
81 38
82 38
82 37
83 37
81 37
83 38
84 38
85 38
83 39
83 40
84 40
84 41
84 39
74 45
73 41
73 40
72 41
73 39
74 39
75 39
74 38
74 37
56 55
57 55
58 55
55 62
54 62
53 62
56 62
78 33
78 34
77 33
77 34
76 34
76 33
77 32
76 35
78 32
78 31
78 30
79 30
79 29
79 31
80 29
78 29
78 28
79 28
77 28
77 29
76 29
77 31
77 30
76 30
75 30
75 29
75 28
75 27
75 26
74 29
74 30
73 30
72 30
71 30
76 26
76 27
77 27
78 27
73 29
72 29
73 28
78 26
79 26
79 25
80 25
